id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-1177854,2024-01-16,000001,Vente,99000,,,CHE DE LORGER,0421,97111,97116,Morne-à-l'Eau,971,,,97116000BD0550,,,,,,,,,,,,,0,,,,,T,terres,,,1060,-61.454808,16.320397
2024-1177935,2024-02-06,000002,Vente,110000,,,BONNE TERRE,B104,97111,97116,Morne-à-l'Eau,971,,,97116000AI0389,,,,,,,,,,,,,0,,,,,T,terres,,,1795,-61.44846,16.354214
2024-1177935,2024-02-06,000002,Vente,110000,,,BONNE TERRE,B104,97111,97116,Morne-à-l'Eau,971,,,97116000AI0390,,,,,,,,,,,,,0,,,,,T,terres,,,197,-61.448644,16.353998
2024-1178024,2024-02-16,000001,Vente,105000,,,RTE DE MARIEULLE,0021,97111,97116,Morne-à-l'Eau,971,,,97116000BE0529,,,,,,,,,,,,,0,,,,,P,prés,,,980,-61.466735,16.32605
2024-1178036,2024-02-26,000001,Vente en l'état futur d'achèvement,283562,,,HOUDAN,B464,97111,97116,Morne-à-l'Eau,971,,,97116000BT1080,,,,,,,,,,,,,0,,,,,,,,,,-61.509294,16.303627
2024-1178045,2024-02-06,000002,Vente,159500,,,JABRUN LASSERRE,B521,97111,97116,Morne-à-l'Eau,971,,,97116000AR0487,,,,,,,,,,,,,0,,,,,T,terres,,,1693,-61.431572,16.317204
2024-1178104,2024-02-23,000001,Vente,120000,18,,RUE JEAN JAURES,0355,97111,97116,Morne-à-l'Eau,971,,,97116000CA0046,,,,,,,,,,,,,0,1,Maison,92,4,S,sols,,,220,-61.458903,16.334458
2024-1178227,2024-02-27,000001,Vente,33250,,,LABUTHIE,B608,97111,97116,Morne-à-l'Eau,971,,,97116000BV0079,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,475,-61.513739,16.324939
2024-1178232,2024-03-12,000001,Vente en l'état futur d'achèvement,283562,,,HOUDAN,B464,97111,97116,Morne-à-l'Eau,971,,,97116000BT1099,,,,,,,,,,,,,0,,,,,,,,,,-61.508987,16.303027
2024-1178236,2024-03-11,000001,Vente en l'état futur d'achèvement,292068,,,HOUDAN,B464,97111,97116,Morne-à-l'Eau,971,,,97116000BT1079,,,,,,,,,,,,,0,,,,,,,,,,-61.509248,16.303618
2024-1178315,2024-03-11,000001,Vente,60000,,,CHE COULEE ELIE,0184,97111,97116,Morne-à-l'Eau,971,,,97116000AP0552,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,3505,-61.4395,16.317766
2024-1178315,2024-03-11,000001,Vente,60000,,,CHE COULEE ELIE,0184,97111,97116,Morne-à-l'Eau,971,,,97116000AP0554,,,,,,,,,,,,,0,,,,,T,terres,,,7262,-61.439619,16.317276
2024-1178368,2024-03-13,000001,Vente,189000,4,,IMP DU PALMIER ROYAL,0574,97111,97116,Morne-à-l'Eau,971,,,97116000BO0307,,,,,,,,,,,,,0,1,Maison,166,5,S,sols,,,501,-61.489582,16.319853
2024-1178368,2024-03-13,000001,Vente,189000,,,RTE DE L'ETOILE,0285,97111,97116,Morne-à-l'Eau,971,,,97116000BO0321,,,,,,,,,,,,,0,,,,,S,sols,,,20,-61.489288,16.319719
2024-1178368,2024-03-13,000001,Vente,189000,,,RTE DE L'ETOILE,0285,97111,97116,Morne-à-l'Eau,971,,,97116000BO0322,,,,,,,,,,,,,0,,,,,S,sols,,,53,-61.489292,16.319757
2024-1178401,2024-02-29,000001,Vente,56879.4,64,,RUE DU MOULE,0490,97111,97116,Morne-à-l'Eau,971,,,97116000AC0319,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,564,-61.454494,16.330223
2024-1178426,2024-03-25,000001,Vente,180000,36,,RUE JEAN JAURES,0355,97111,97116,Morne-à-l'Eau,971,,,97116000CA0037,,,,,,,,,,,,,0,1,Maison,94,5,S,sols,,,536,-61.459894,16.334364
2024-1178454,2024-03-20,000001,Vente en l'état futur d'achèvement,260588,,,HOUDAN,B464,97111,97116,Morne-à-l'Eau,971,,,97116000BT1067,,,,,,,,,,,,,0,,,,,,,,,,-61.509271,16.303198
2024-1178492,2024-03-26,000002,Vente,30000,,,BONNE TERRE,B104,97111,97116,Morne-à-l'Eau,971,,,97116000AI0359,,,,,,,,,,,,,0,,,,,T,terres,,,1200,-61.451753,16.355112
2024-1178549,2024-04-22,000001,Vente,90000,,,RICHEVAL,B896,97111,97116,Morne-à-l'Eau,971,,,97116000AH0143,,,,,,,,,,,,,0,,,,,P,prés,,,3366,-61.455348,16.343728
2024-1178581,2024-03-08,000001,Vente,306000,9026,,RICHEVAL,B896,97111,97116,Morne-à-l'Eau,971,,,97116000AK0025,,,,,,,,,,,,,0,1,Maison,111,4,S,sols,,,1603,-61.454161,16.345818
2024-1178726,2024-05-06,000001,Vente,180000,,,JABRUN LASSERRE,B521,97111,97116,Morne-à-l'Eau,971,,,97116000AR0187,,,,,,,,,,,,,0,,,,,T,terres,,,1981,-61.431246,16.31765
2024-1178765,2024-03-19,000001,Vente,90000,9022,,ESPERANCE,B360,97111,97116,Morne-à-l'Eau,971,,,97116000AO0466,,,,,,,,,,,,,0,1,Maison,97,5,S,sols,,,504,-61.445385,16.325424
2024-1178929,2024-05-16,000001,Echange,255000,5,,ESPERANCE,B360,97111,97116,Morne-à-l'Eau,971,,,97116000BD0632,,,,,,,,,,,,,0,1,Maison,83,3,AB,terrains a bâtir,,,671,-61.452099,16.325765
2024-1178936,2024-05-23,000001,Vente,67000,,,CHE DE BRION LEBRAIRE,0116,97111,97116,Morne-à-l'Eau,971,,,97116000BE0532,,,,,,,,,,,,,0,,,,,B,bois,,,775,-61.459589,16.325866
2024-1179078,2024-06-12,000001,Vente en l'état futur d'achèvement,234203,,,HOUDAN,B464,97111,97116,Morne-à-l'Eau,971,,,97116000BT1082,,,,,,,,,,,,,0,,,,,,,,,,-61.509096,16.303505
2024-1179105,2024-07-01,000001,Vente,100000,,,BONNE TERRE,B104,97111,97116,Morne-à-l'Eau,971,,,97116000AI0388,,,,,,,,,,,,,0,,,,,T,terres,,,836,-61.448462,16.354484
2024-1179146,2024-06-27,000001,Vente en l'état futur d'achèvement,273803,,,HOUDAN,B464,97111,97116,Morne-à-l'Eau,971,,,97116000BT1095,,,,,,,,,,,,,0,,,,,,,,,,-61.509031,16.303153
2024-1179282,2024-07-11,000001,Vente,145000,,,JABRUN NORD,B527,97111,97116,Morne-à-l'Eau,971,,,97116000AV0226,,,,,,,,,,,,,0,,,,,T,terres,,,92,-61.441851,16.302956
2024-1179282,2024-07-11,000001,Vente,145000,,,JABRUN NORD,B527,97111,97116,Morne-à-l'Eau,971,,,97116000AV0227,,,,,,,,,,,,,0,,,,,T,terres,,,371,-61.441765,16.302894
2024-1179282,2024-07-11,000001,Vente,145000,,,JABRUN NORD,B527,97111,97116,Morne-à-l'Eau,971,,,97116000AV0231,,,,,,,,,,,,,0,,,,,T,terres,,,292,-61.441536,16.303087
2024-1179282,2024-07-11,000001,Vente,145000,,,JABRUN NORD,B527,97111,97116,Morne-à-l'Eau,971,,,97116000AV0232,,,,,,,,,,,,,0,,,,,T,terres,,,66,-61.441794,16.302784
2024-1179282,2024-07-11,000001,Vente,145000,9000,F,JABRUN NORD,B527,97111,97116,Morne-à-l'Eau,971,,,97116000AV0234,,,,,,,,,,,,,0,1,Maison,187,5,T,terres,,,19,-61.441712,16.30285
2024-1179282,2024-07-11,000001,Vente,145000,,,JABRUN NORD,B527,97111,97116,Morne-à-l'Eau,971,,,97116000AV0237,,,,,,,,,,,,,0,,,,,T,terres,,,70,-61.441625,16.30291
2024-1179282,2024-07-11,000001,Vente,145000,,,JABRUN NORD,B527,97111,97116,Morne-à-l'Eau,971,,,97116000AV0238,,,,,,,,,,,,,0,,,,,T,terres,,,3,-61.44182,16.302744
2024-1179324,2024-06-19,000001,Vente,65000,9504,,LE BOURG,B128,97111,97116,Morne-à-l'Eau,971,,,97116000AC0651,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,440,-61.456724,16.328199
2024-1179412,2024-07-08,000001,Vente,340000,229,,BEGUETTE,B024,97111,97116,Morne-à-l'Eau,971,,,97116000BO0562,,,,,,,,,,,,,0,1,Maison,90,4,S,sols,,,717,-61.492371,16.320215
2024-1179412,2024-07-08,000001,Vente,340000,,,BEGUETTE,B024,97111,97116,Morne-à-l'Eau,971,,,97116000BO0564,,,,,,,,,,,,,0,,,,,T,terres,,,638,-61.492551,16.320479
2024-1179457,2024-07-25,000001,Vente,70000,13,,RUE DU DOCTEUR MARC JOACHIM,0357,97111,97116,Morne-à-l'Eau,971,,,97116000CA0618,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,90,0,S,sols,,,90,-61.460021,16.332824
2024-1179477,2024-07-24,000001,Vente,10000,14,,RUE DU CIMETIERE,0170,97111,97116,Morne-à-l'Eau,971,,,97116000AB0469,,,,,,,,,,,,,0,,,,,S,sols,,,109,-61.460748,16.329773
2024-1179562,2024-07-11,000002,Vente,2000,1715,,RTE DE L'ETOILE,0285,97111,97116,Morne-à-l'Eau,971,,,97116000BN0592,,,,,,,,,,,,,0,,,,,S,sols,,,43,-61.485801,16.313961
2024-1179705,2024-08-09,000001,Vente,240000,11,,ELIE,B352,97111,97116,Morne-à-l'Eau,971,,,97116000AW0190,,,,,,,,,,,,,0,1,Maison,73,3,S,sols,,,928,-61.445688,16.301307
2024-1179720,2024-07-31,000002,Vente,272500,9012,,HOUDAN,B464,97111,97116,Morne-à-l'Eau,971,,,97116000BT1019,,,,,,,,,,,,,0,1,Maison,100,4,B,bois,,,1225,-61.510714,16.308185
2024-1179816,2024-08-23,000001,Vente,39000,20,,BD NELSON MANDELA,0435,97111,97116,Morne-à-l'Eau,971,,,97116000AB0436,,,,,,,,,,,,,0,1,Maison,27,3,S,sols,,,93,-61.460901,16.331696
2024-1179835,2024-08-12,000001,Vente,6220.06,59,F,LABUTHIE,B608,97111,97116,Morne-à-l'Eau,971,,,97116000BS0158,,,,,,,,,,,,,0,1,Maison,54,2,T,terres,,,1542,-61.512288,16.323946
2024-1179909,2024-09-10,000001,Vente,60000,74,,RUE DU MOULE,0490,97111,97116,Morne-à-l'Eau,971,,,97116000AC0324,,,,,,,,,,,,,0,1,Maison,42,3,S,sols,,,469,-61.454028,16.329803
2024-1179909,2024-09-10,000001,Vente,60000,74,,RUE DU MOULE,0490,97111,97116,Morne-à-l'Eau,971,,,97116000AC0324,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,469,-61.454028,16.329803
2024-1179909,2024-09-10,000001,Vente,60000,,,LE BOURG,B128,97111,97116,Morne-à-l'Eau,971,,,97116000AC0332,,,,,,,,,,,,,0,,,,,VE,vergers,,,272,-61.454269,16.329676
2024-1179909,2024-09-10,000001,Vente,60000,,,LE BOURG,B128,97111,97116,Morne-à-l'Eau,971,,,97116000AC0335,,,,,,,,,,,,,0,,,,,S,sols,,,27,-61.45439,16.329628
2024-1179943,2024-09-13,000001,Vente,105000,,,JABRUN LASSERRE,B521,97111,97116,Morne-à-l'Eau,971,,,97116000AP0622,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1000,-61.438397,16.321443
2024-1180169,2024-10-02,000001,Vente,330600,40,,BELLE ESPERANCE,B032,97111,97116,Morne-à-l'Eau,971,,,97116000BT0207,,,,,,,,,,,,,0,1,Maison,73,5,S,sols,,,515,-61.494533,16.308235
2024-1180181,2024-10-14,000001,Vente en l'état futur d'achèvement,275303,,,HOUDAN,B464,97111,97116,Morne-à-l'Eau,971,,,97116000BT1078,,,,,,,,,,,,,0,,,,,,,,,,-61.509202,16.303592
2024-1180339,2024-10-22,000001,Vente en l'état futur d'achèvement,274303,,,HOUDAN,B464,97111,97116,Morne-à-l'Eau,971,,,97116000BT1065,,,,,,,,,,,,,0,,,,,,,,,,-61.509476,16.303035
2024-1180380,2024-11-04,000001,Vente en l'état futur d'achèvement,273303,,,HOUDAN,B464,97111,97116,Morne-à-l'Eau,971,,,97116000BT1097,,,,,,,,,,,,,0,,,,,,,,,,-61.509081,16.303051
2024-1180395,2024-10-15,000002,Vente,34060,9028,,GRESSIER,B432,97111,97116,Morne-à-l'Eau,971,,,97116000BV0428,,,,,,,,,,,,,0,,,,,P,prés,,,521,-61.513096,16.323746
2024-1180424,2024-11-05,000001,Vente,105000,21,,RUE LEON BLUM,0405,97111,97116,Morne-à-l'Eau,971,,,97116000CA0032,,,,,,,,,,,,,0,1,Maison,96,6,S,sols,,,315,-61.459409,16.334596
2024-1180479,2024-11-12,000001,Vente,330000,9009,F,BOSREDON,B112,97111,97116,Morne-à-l'Eau,971,,,97116000BO0406,,,,,,,,,,,,,0,1,Maison,111,4,AB,terrains a bâtir,,,662,-61.489256,16.310505
2024-1180479,2024-11-12,000001,Vente,330000,,,BOSREDON,B112,97111,97116,Morne-à-l'Eau,971,,,97116000BO0429,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,681,-61.489102,16.310484
2024-1180570,2024-11-19,000002,Vente,50000,,,MARIEULLE,B688,97111,97116,Morne-à-l'Eau,971,,,97116000CB0426,,,,,,,,,,,,,0,,,,,B,bois,,,551,-61.466168,16.327927
2024-1180600,2024-11-21,000001,Vente,30000,9124,,RLE EDDY GUSTAVE,0335,97111,97116,Morne-à-l'Eau,971,,,97116000AB0767,,,,,,,,,,,,,0,,,,,S,sols,,,545,-61.459464,16.330879
2024-1180603,2024-11-26,000001,Vente en l'état futur d'achèvement,279303,,,HOUDAN,B464,97111,97116,Morne-à-l'Eau,971,,,97116000BT1087,,,,,,,,,,,,,0,,,,,,,,,,-61.508735,16.30357
2024-1180659,2024-11-13,000001,Vente,295000,9060,,VIEUX BOURG,B984,97111,97116,Morne-à-l'Eau,971,,,97116000BW0096,,,,,,,,,,,,,0,1,Maison,41,4,S,sols,,,930,-61.511976,16.340728
2024-1180659,2024-11-13,000001,Vente,295000,9060,,VIEUX BOURG,B984,97111,97116,Morne-à-l'Eau,971,,,97116000BW0096,,,,,,,,,,,,,0,1,Maison,135,7,S,sols,,,930,-61.511976,16.340728
2024-1180659,2024-11-13,000001,Vente,295000,9060,,VIEUX BOURG,B984,97111,97116,Morne-à-l'Eau,971,,,97116000BW0096,,,,,,,,,,,,,0,1,Maison,88,4,S,sols,,,930,-61.511976,16.340728
2024-1180659,2024-11-13,000001,Vente,295000,9060,,VIEUX BOURG,B984,97111,97116,Morne-à-l'Eau,971,,,97116000BW0096,,,,,,,,,,,,,0,1,Maison,30,3,S,sols,,,930,-61.511976,16.340728
2024-1180659,2024-11-13,000001,Vente,295000,9060,,VIEUX BOURG,B984,97111,97116,Morne-à-l'Eau,971,,,97116000BW0096,,,,,,,,,,,,,0,1,Maison,36,2,S,sols,,,930,-61.511976,16.340728
2024-1180659,2024-11-13,000001,Vente,295000,9060,,VIEUX BOURG,B984,97111,97116,Morne-à-l'Eau,971,,,97116000BW0096,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,17,0,S,sols,,,930,-61.511976,16.340728
2024-1180659,2024-11-13,000001,Vente,295000,9060,,VIEUX BOURG,B984,97111,97116,Morne-à-l'Eau,971,,,97116000BW0096,,,,,,,,,,,,,0,1,Maison,100,5,S,sols,,,930,-61.511976,16.340728
2024-1180659,2024-11-13,000001,Vente,295000,9060,,VIEUX BOURG,B984,97111,97116,Morne-à-l'Eau,971,,,97116000BW0096,,,,,,,,,,,,,0,1,Maison,70,4,S,sols,,,930,-61.511976,16.340728
2024-1180659,2024-11-13,000001,Vente,295000,9060,,VIEUX BOURG,B984,97111,97116,Morne-à-l'Eau,971,,,97116000BW0096,,,,,,,,,,,,,0,1,Maison,79,3,S,sols,,,930,-61.511976,16.340728
2024-1180659,2024-11-13,000001,Vente,295000,9060,,VIEUX BOURG,B984,97111,97116,Morne-à-l'Eau,971,,,97116000BW0096,,,,,,,,,,,,,0,1,Maison,96,4,S,sols,,,930,-61.511976,16.340728
2024-1180768,2024-11-25,000002,Vente,700000,9126,,BOSREDON,B112,97111,97116,Morne-à-l'Eau,971,,,97116000BL0801,,,,,,,,,,,,,0,1,Maison,90,4,,,,,,-61.490468,16.306981
2024-1180768,2024-11-25,000002,Vente,700000,9126,,BOSREDON,B112,97111,97116,Morne-à-l'Eau,971,,,97116000BL0801,,,,,,,,,,,,,0,1,Maison,56,3,,,,,,-61.490468,16.306981
2024-1180783,2024-12-05,000001,Vente,1,9626,,CHE DE BOISVIN,0097,97111,97116,Morne-à-l'Eau,971,,,97116000AS1381,,,,,,,,,,,,,0,,,,,T,terres,,,1864,-61.418548,16.307309
2024-1180855,2024-12-16,000001,Vente en l'état futur d'achèvement,326618,,,HOUDAN,B464,97111,97116,Morne-à-l'Eau,971,,,97116000BT1091,,,,,,,,,,,,,0,,,,,,,,,,-61.508483,16.303442
2024-1181003,2024-12-23,000001,Vente,19706.49,23,,RUE AUGUSTE BEBIAN,0030,97111,97116,Morne-à-l'Eau,971,,,97116000AC0057,,,,,,,,,,,,,0,1,Maison,60,4,S,sols,,,150,-61.45744,16.329798
2024-1181005,2024-12-23,000001,Vente,19863.54,20,,RUE ACHILLE RENE BOISNEUF,0010,97111,97116,Morne-à-l'Eau,971,,,97116000AD0096,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,25,-61.456608,16.331893
2024-1181005,2024-12-23,000001,Vente,19863.54,20,B,RUE ACHILLE RENE BOISNEUF,0010,97111,97116,Morne-à-l'Eau,971,,,97116000AD0524,,,,,,,,,,,,,0,,,,,S,sols,,,82,-61.45662,16.331939
2024-1181016,2024-12-23,000001,Vente en l'état futur d'achèvement,900586.25,9003,,HOUDAN,B464,97111,97116,Morne-à-l'Eau,971,,,97116000BT1062,,,,,,,,,,,,,0,1,Maison,61,5,,,,,,-61.509341,16.302999
2024-1181016,2024-12-23,000001,Vente en l'état futur d'achèvement,900586.25,,,HOUDAN,B464,97111,97116,Morne-à-l'Eau,971,,,97116000BT1064,,,,,,,,,,,,,0,,,,,,,,,,-61.509422,16.303054
2024-1181016,2024-12-23,000001,Vente en l'état futur d'achèvement,900586.25,,,HOUDAN,B464,97111,97116,Morne-à-l'Eau,971,,,97116000BT1102,,,,,,,,,,,,,0,,,,,,,,,,-61.509135,16.302822
2024-1181053,2024-12-23,000001,Vente,50000,,,RUE AUGUSTE BEBIAN,0030,97111,97116,Morne-à-l'Eau,971,,,97116000AC0282,,,,,,,,,,,,,0,,,,,S,sols,,,377,-61.457658,16.330077
2024-1181278,2024-09-26,000001,Adjudication,236000,,,DESSALLE,B280,97111,97116,Morne-à-l'Eau,971,,,97116000BC0200,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1942,-61.454345,16.314134
