id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-1177989,2024-01-22,000001,Vente,99000,,,DUPRE,B288,97180,97128,Sainte-Anne,971,,,97128000AM1586,,,,,,,,,,,,,0,,,,,T,terres,,,430,-61.39068,16.230109
2024-1178014,2024-02-16,000001,Vente,171260.3,6,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI2385,,,58,40.31,77,,,,,,,,2,2,Appartement,40,2,,,,,,-61.359366,16.245973
2024-1178014,2024-02-16,000001,Vente,171260.3,6,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI2385,,,58,40.31,77,,,,,,,,2,3,Dépendance,,0,,,,,,-61.359366,16.245973
2024-1178016,2024-01-24,000001,Vente,266971,,,BOISVIN,B144,97180,97128,Sainte-Anne,971,,,97128000AC2798,,,,,,,,,,,,,0,,,,,T,terres,,,1867,-61.347759,16.259136
2024-1178026,2024-02-19,000002,Vente,60000,9737,,COURCELLES,B243,97180,97128,Sainte-Anne,971,,,97128000AC3737,,,,,,,,,,,,,0,,,,,P,prés,,,1038,-61.329117,16.255383
2024-1178032,2024-02-05,000001,Vente,12000,,,CHE DE KERANGON,0001,97180,97128,Sainte-Anne,971,,,97128000AB1770,,,,,,,,,,,,,0,,,,,S,sols,,,80,-61.355466,16.281533
2024-1178032,2024-02-05,000001,Vente,12000,,,CHE DE KERANGON,0001,97180,97128,Sainte-Anne,971,,,97128000AB1771,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1905,-61.355235,16.281447
2024-1178033,2024-01-30,000001,Vente en l'état futur d'achèvement,215000,,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI1702,,,10,,,,,,,,,,1,,,,,,,,,,-61.358612,16.247515
2024-1178033,2024-01-30,000001,Vente en l'état futur d'achèvement,215000,,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI1702,,,40,,,,,,,,,,1,,,,,,,,,,-61.358612,16.247515
2024-1178105,2024-02-16,000001,Vente,245000,5850,,MONMAIN,B616,97180,97128,Sainte-Anne,971,,,97128000AO0236,,,,,,,,,,,,,0,1,Maison,98,4,S,sols,,,928,-61.378693,16.230298
2024-1178126,2024-02-09,000001,Vente,110000,,,DELAIR,B248,97180,97128,Sainte-Anne,971,,,97128000AM1233,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,915,-61.381207,16.246201
2024-1178126,2024-02-09,000001,Vente,110000,,,DELAIR,B248,97180,97128,Sainte-Anne,971,,,97128000AM1307,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,60,-61.381331,16.246126
2024-1178140,2024-02-16,000001,Vente,280000,,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI1918,,,,,,,,,,,,,0,,,,,P,prés,,,4899,-61.356264,16.248186
2024-1178140,2024-02-16,000001,Vente,280000,,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI1920,,,,,,,,,,,,,0,,,,,L,landes,,,1031,-61.356915,16.248108
2024-1178155,2024-03-11,000002,Vente,10000,,,MONMAIN,B616,97180,97128,Sainte-Anne,971,,,97128000AN0933,,,,,,,,,,,,,0,,,,,J,jardins,,,80,-61.375577,16.23541
2024-1178158,2024-02-27,000001,Vente,90865,,,SAINT PROTAIS,B744,97180,97128,Sainte-Anne,971,,,97128000BV0360,,,,,,,,,,,,,0,,,,,T,terres,,,5345,-61.409846,16.277447
2024-1178177,2024-03-12,000001,Vente,109616,9999,,SEO,B768,97180,97128,Sainte-Anne,971,,,97128000AI1416,,,1307,22.43,,,,,,,,,1,4,Local industriel. commercial ou assimilé,22,0,,,,,,-61.32776,16.243388
2024-1178223,2024-03-14,000001,Vente,143000,24,F,VALETTE,B832,97180,97128,Sainte-Anne,971,,,97128000AN0354,,,,,,,,,,,,,0,1,Maison,72,4,S,sols,,,857,-61.384087,16.23161
2024-1178273,2024-03-06,000001,Vente,395000,,,BURAT,B184,97180,97128,Sainte-Anne,971,,,97128000AT0586,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,297,-61.398929,16.232643
2024-1178273,2024-03-06,000001,Vente,395000,7379,,BURAT,B184,97180,97128,Sainte-Anne,971,,,97128000AT0588,,,,,,,,,,,,,0,1,Maison,130,4,AG,terrains d'agrément,,,1625,-61.399244,16.232619
2024-1178273,2024-03-06,000001,Vente,395000,7379,,BURAT,B184,97180,97128,Sainte-Anne,971,,,97128000AT0588,,,,,,,,,,,,,0,1,Maison,130,4,S,sols,,,375,-61.399244,16.232619
2024-1178273,2024-03-06,000001,Vente,395000,,,BURAT,B184,97180,97128,Sainte-Anne,971,,,97128000AT0589,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,3106,-61.399001,16.23279
2024-1178287,2024-03-14,000001,Vente,369000,5,,DUBELLAY,B280,97180,97128,Sainte-Anne,971,,,97128000AN0474,,,,,,,,,,,,,0,1,Maison,81,3,S,sols,,,510,-61.385026,16.234704
2024-1178287,2024-03-14,000001,Vente,369000,5,,DUBELLAY,B280,97180,97128,Sainte-Anne,971,,,97128000AN0474,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,510,-61.385026,16.234704
2024-1178288,2024-03-12,000001,Vente,25000,,,DELAIR,B248,97180,97128,Sainte-Anne,971,,,97128000AM1562,,,,,,,,,,,,,0,,,,,T,terres,,,10000,-61.393231,16.240948
2024-1178330,2024-03-15,000001,Vente,200000,9999,,SEO,B768,97180,97128,Sainte-Anne,971,,,97128000AI1416,,,618,39.47,,,,,,,,,1,4,Local industriel. commercial ou assimilé,541,0,,,,,,-61.32776,16.243388
2024-1178351,2024-04-09,000001,Vente,210500,1,,RES CORAIL,A050,97180,97128,Sainte-Anne,971,,,97128000AP0499,,,4,,,,,,,,,,1,2,Appartement,77,3,,,,,,-61.379626,16.223907
2024-1178357,2024-04-05,000001,Vente,90000,,,SAINT PROTAIS,B744,97180,97128,Sainte-Anne,971,,,97128000BW0177,,,,,,,,,,,,,0,,,,,T,terres,,,1971,-61.410557,16.279344
2024-1178366,2024-03-12,000001,Vente en l'état futur d'achèvement,219000,,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI1702,,,14,41.2,,,,,,,,,1,,,,,,,,,,-61.358612,16.247515
2024-1178366,2024-03-12,000001,Vente en l'état futur d'achèvement,219000,,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI1702,,,63,12.5,,,,,,,,,1,,,,,,,,,,-61.358612,16.247515
2024-1178382,2024-04-08,000001,Vente,136059,9999,,SEO,B768,97180,97128,Sainte-Anne,971,,,97128000AI1416,,,111,21.96,,,,,,,,,1,4,Local industriel. commercial ou assimilé,419,0,,,,,,-61.32776,16.243388
2024-1178391,2024-03-18,000001,Vente,145000,9999,,SEO,B768,97180,97128,Sainte-Anne,971,,,97128000AI1416,,,610,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,541,0,,,,,,-61.32776,16.243388
2024-1178408,2024-04-04,000001,Vente,380500,,,SEO,B768,97180,97128,Sainte-Anne,971,,,97128000AI3187,,,,,,,,,,,,,0,,,,,T,terres,,,596,-61.331269,16.249667
2024-1178497,2024-03-28,000001,Vente,399900,8,,LOT POIRIER DE GISSAC,A131,97180,97128,Sainte-Anne,971,,,97128000AI2026,,,,,,,,,,,,,0,1,Maison,113,6,T,terres,,,844,-61.359866,16.244126
2024-1178505,2024-04-24,000001,Vente,191000,49,,HAB VILLAS FFRENCH,A088,97180,97128,Sainte-Anne,971,,,97128000AI0429,,,,,,,,,,,,,0,2,Appartement,68,4,S,sols,,,361,-61.368206,16.239039
2024-1178505,2024-04-24,000001,Vente,191000,49,,HAB VILLAS FFRENCH,A088,97180,97128,Sainte-Anne,971,,,97128000AI0429,,,,,,,,,,,,,0,2,Appartement,18,2,S,sols,,,361,-61.368206,16.239039
2024-1178527,2024-04-03,000001,Vente,99000,,,DUPRE,B288,97180,97128,Sainte-Anne,971,,,97128000AM1571,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,12,-61.390077,16.229866
2024-1178527,2024-04-03,000001,Vente,99000,,,DUPRE,B288,97180,97128,Sainte-Anne,971,,,97128000AM1578,,,,,,,,,,,,,0,,,,,T,terres,,,338,-61.390163,16.229872
2024-1178527,2024-04-03,000001,Vente,99000,,,DUPRE,B288,97180,97128,Sainte-Anne,971,,,97128000AM1589,,,,,,,,,,,,,0,,,,,T,terres,,,155,-61.390282,16.229754
2024-1178533,2024-04-15,000001,Vente,524360,14,A,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI2032,,,,,,,,,,,,,0,3,Dépendance,,0,T,terres,,,800,-61.359501,16.243949
2024-1178533,2024-04-15,000001,Vente,524360,14,A,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI2032,,,,,,,,,,,,,0,1,Maison,140,4,T,terres,,,800,-61.359501,16.243949
2024-1178555,2024-04-16,000001,Vente,42000,2675,F,FFRENCH,B344,97180,97128,Sainte-Anne,971,,,97128000AI2675,,,,,,,,,,,,,0,2,Appartement,40,2,S,sols,,,69,-61.369404,16.240763
2024-1178558,2024-05-02,000001,Vente,414780,,,DURIVAGE,B296,97180,97128,Sainte-Anne,971,,,97128000AS0808,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1194,-61.399571,16.226164
2024-1178585,2024-05-06,000001,Vente,128780,9999,,SEO,B768,97180,97128,Sainte-Anne,971,,,97128000AI1416,,,608,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,541,0,,,,,,-61.32776,16.243388
2024-1178593,2024-05-07,000001,Vente,125340,9999,,SEO,B768,97180,97128,Sainte-Anne,971,,,97128000AI1416,,,1104,22.08,,,,,,,,,1,4,Local industriel. commercial ou assimilé,22,0,,,,,,-61.32776,16.243388
2024-1178625,2024-04-16,000002,Vente,110000,,,DUPRE,B288,97180,97128,Sainte-Anne,971,,,97128000AM1680,,,,,,,,,,,,,0,,,,,P,prés,,,968,-61.387977,16.22939
2024-1178626,2024-03-28,000001,Vente,320000,9012,,MARLY,B576,97180,97128,Sainte-Anne,971,,,97128000AC1522,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,826,-61.341006,16.277675
2024-1178626,2024-03-28,000001,Vente,320000,9012,,MARLY,B576,97180,97128,Sainte-Anne,971,,,97128000AC1522,,,,,,,,,,,,,0,1,Maison,83,0,S,sols,,,826,-61.341006,16.277675
2024-1178665,2024-04-30,000001,Vente,132500,1,,RES CORAIL,A050,97180,97128,Sainte-Anne,971,,,97128000AP0499,,,2,,,,,,,,,,1,2,Appartement,54,2,,,,,,-61.379626,16.223907
2024-1178705,2024-04-23,000001,Vente,561000,9999,Z,DUPRE,B288,97180,97128,Sainte-Anne,971,,,97128000AM1164,,,,,,,,,,,,,0,1,Maison,120,4,S,sols,,,961,-61.389194,16.23092
2024-1178721,2024-05-22,000001,Vente,230000,9999,,GALBAS,B368,97180,97128,Sainte-Anne,971,,,97128000AS0708,,,,,,,,,,,,,0,1,Maison,60,2,S,sols,,,456,-61.392803,16.223615
2024-1178785,2024-04-26,000001,Vente,110000,32,,HAB VILLAS FFRENCH,A088,97180,97128,Sainte-Anne,971,,,97128000AI0421,,,,,,,,,,,,,0,1,Maison,68,4,S,sols,,,408,-61.368122,16.23998
2024-1178787,2024-05-23,000001,Vente,278300,16,,LOT BARBOUX MONMAIN,A020,97180,97128,Sainte-Anne,971,,,97128000AO0154,,,,,,,,,,,,,0,1,Maison,120,7,S,sols,,,627,-61.379606,16.229936
2024-1178818,2024-05-28,000001,Vente,231050,1,A,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI2385,,,69,,7,62.32,70,,,,,,3,2,Appartement,75,3,,,,,,-61.359366,16.245973
2024-1178818,2024-05-28,000001,Vente,231050,1,A,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI2385,,,69,,7,62.32,70,,,,,,3,3,Dépendance,,0,,,,,,-61.359366,16.245973
2024-1178818,2024-05-28,000001,Vente,231050,1,A,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI2385,,,69,,7,62.32,70,,,,,,3,3,Dépendance,,0,,,,,,-61.359366,16.245973
2024-1178832,2024-04-30,000001,Vente,260000,,,GALBAS,B368,97180,97128,Sainte-Anne,971,,,97128000AS0711,,,,,,,,,,,,,0,,,,,T,terres,,,922,-61.393512,16.22245
2024-1178841,2024-05-28,000001,Vente,296500,9995,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI2508,,,,,,,,,,,,,0,1,Maison,99,3,AB,terrains a bâtir,,,970,-61.358571,16.244458
2024-1178841,2024-05-28,000001,Vente,296500,,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI2509,,,,,,,,,,,,,0,,,,,S,sols,,,970,-61.358856,16.244631
2024-1178851,2024-05-17,000001,Vente,127626,9999,,SEO,B768,97180,97128,Sainte-Anne,971,,,97128000AI1416,,,1007,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,22,0,,,,,,-61.32776,16.243388
2024-1178884,2024-05-15,000001,Vente,126223,8001,,RES SAINTE ANNE PLAGE,A350,97180,97128,Sainte-Anne,971,,,97128000AP0432,,,4,,,,,,,,,,1,2,Appartement,27,1,,,,,,-61.380064,16.223262
2024-1178884,2024-05-15,000001,Vente,126223,8001,,RES SAINTE ANNE PLAGE,A350,97180,97128,Sainte-Anne,971,,,97128000AP0432,,,3,,,,,,,,,,1,2,Appartement,54,3,,,,,,-61.380064,16.223262
2024-1178892,2024-05-31,000001,Vente,377750,6008,,VALETTE,B832,97180,97128,Sainte-Anne,971,,,97128000AP0294,,,24,,,,,,,,,,1,3,Dépendance,,0,,,,,,-61.378764,16.223954
2024-1178892,2024-05-31,000001,Vente,377750,6008,,VALETTE,B832,97180,97128,Sainte-Anne,971,,,97128000AP0294,,,24,,,,,,,,,,1,2,Appartement,75,3,,,,,,-61.378764,16.223954
2024-1178907,2024-06-03,000001,Vente,29000,,,LA SOUCHE CALVAIRE,B784,97180,97128,Sainte-Anne,971,,,97128000AE0359,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,516,-61.377765,16.261825
2024-1178911,2024-06-06,000001,Vente,120000,,,SURGY,B808,97180,97128,Sainte-Anne,971,,,97128000AC3223,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,2202,-61.332545,16.270359
2024-1178917,2024-06-06,000001,Vente,105500,,,CHATEAUBRUN,B224,97180,97128,Sainte-Anne,971,,,97128000AH0557,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,685,-61.356547,16.255055
2024-1178921,2024-05-28,000001,Vente,93000,4,,BD HEGESIPE IBENE,0152,97180,97128,Sainte-Anne,971,,,97128000AP0480,,,9,,,,,,,,,,1,2,Appartement,18,1,,,,,,-61.38238,16.224177
2024-1178939,2024-06-12,000001,Vente,190000,,,RUE LETHIERE,0192,97180,97128,Sainte-Anne,971,,,97128000AR0065,,,4,,,,,,,,,,1,2,Appartement,71,3,,,,,,-61.3842,16.224744
2024-1178975,2024-06-11,000001,Vente,5000,,,SURGY,B808,97180,97128,Sainte-Anne,971,,,97128000AC3745,,,,,,,,,,,,,0,,,,,P,prés,,,356,-61.332453,16.271392
2024-1178990,2024-05-30,000002,Vente,254250,1320,,BERARD BELCOURT,B096,97180,97128,Sainte-Anne,971,,,97128000AD2054,,,,,,,,,,,,,0,1,Maison,71,3,T,terres,,,594,-61.361043,16.269746
2024-1179008,2024-06-20,000001,Vente,365000,12,,LE HELLEUX,B440,97180,97128,Sainte-Anne,971,,,97128000AI1472,,,,,,,,,,,,,0,1,Maison,138,5,S,sols,,,514,-61.347477,16.245993
2024-1179028,2024-06-03,000002,Vente,148000,,,CINQ ETANGS,B232,97180,97128,Sainte-Anne,971,,,97128000AC3759,,,,,,,,,,,,,0,,,,,T,terres,,,931,-61.359879,16.270803
2024-1179028,2024-06-03,000002,Vente,148000,,,CINQ ETANGS,B232,97180,97128,Sainte-Anne,971,,,97128000AC3760,,,,,,,,,,,,,0,,,,,T,terres,,,270,-61.36018,16.271074
2024-1179035,2024-06-21,000001,Vente,310000,,,RES CYANNE MAGENTA A DUBELLAY,A082,97180,97128,Sainte-Anne,971,,,97128000AR0563,,,2,,,,,,,,,,1,2,Appartement,70,2,,,,,,-61.38417,16.22822
2024-1179035,2024-06-21,000001,Vente,310000,,,RES CYANNE MAGENTA A DUBELLAY,A082,97180,97128,Sainte-Anne,971,,,97128000AR0563,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,-61.38417,16.22822
2024-1179040,2024-06-06,000001,Vente,1785160,,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI1459,,,,,,,,,,,,,0,,,,,T,terres,,,12644,,
2024-1179107,2024-06-07,000001,Vente,211370,4,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI2385,,,113,,114,,31,61.47,,,,,3,3,Dépendance,,0,,,,,,-61.359366,16.245973
2024-1179107,2024-06-07,000001,Vente,211370,4,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI2385,,,113,,114,,31,61.47,,,,,3,3,Dépendance,,0,,,,,,-61.359366,16.245973
2024-1179107,2024-06-07,000001,Vente,211370,4,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI2385,,,113,,114,,31,61.47,,,,,3,2,Appartement,62,3,,,,,,-61.359366,16.245973
2024-1179117,2024-06-18,000001,Vente,398395,,,GENTILLY,B384,97180,97128,Sainte-Anne,971,,,97128000AD1881,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1050,-61.379411,16.276465
2024-1179195,2024-06-25,000001,Vente,379000,5757,,MONMAIN,B616,97180,97128,Sainte-Anne,971,,,97128000AN0034,,,,,,,,,,,,,0,1,Maison,30,4,S,sols,,,2568,-61.37644,16.235688
2024-1179195,2024-06-25,000001,Vente,379000,5757,,MONMAIN,B616,97180,97128,Sainte-Anne,971,,,97128000AN0034,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,2568,-61.37644,16.235688
2024-1179195,2024-06-25,000001,Vente,379000,5757,,MONMAIN,B616,97180,97128,Sainte-Anne,971,,,97128000AN0034,,,,,,,,,,,,,0,1,Maison,110,3,S,sols,,,2568,-61.37644,16.235688
2024-1179195,2024-06-25,000001,Vente,379000,5757,,MONMAIN,B616,97180,97128,Sainte-Anne,971,,,97128000AN0034,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,2568,-61.37644,16.235688
2024-1179198,2024-07-02,000001,Vente,2296593.5,392,F,DURIVAGE,B296,97180,97128,Sainte-Anne,971,,,97128000AT0392,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,220,0,S,sols,,,500,-61.404141,16.21834
2024-1179198,2024-07-02,000001,Vente,2296593.5,392,F,DURIVAGE,B296,97180,97128,Sainte-Anne,971,,,97128000AT0392,,,,,,,,,,,,,0,1,Maison,180,5,AG,terrains d'agrément,,,1848,-61.404141,16.21834
2024-1179198,2024-07-02,000001,Vente,2296593.5,392,F,DURIVAGE,B296,97180,97128,Sainte-Anne,971,,,97128000AT0392,,,,,,,,,,,,,0,1,Maison,180,5,S,sols,,,500,-61.404141,16.21834
2024-1179198,2024-07-02,000001,Vente,2296593.5,392,F,DURIVAGE,B296,97180,97128,Sainte-Anne,971,,,97128000AT0392,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,220,0,AG,terrains d'agrément,,,1848,-61.404141,16.21834
2024-1179207,2024-06-19,000001,Vente,100000,,,DUPRE,B288,97180,97128,Sainte-Anne,971,,,97128000AM1681,,,,,,,,,,,,,0,,,,,P,prés,,,715,-61.387874,16.229396
2024-1179213,2024-06-27,000001,Vente en l'état futur d'achèvement,287000,,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI1702,,,16,57.6,,,,,,,,,1,,,,,,,,,,-61.358612,16.247515
2024-1179213,2024-06-27,000001,Vente en l'état futur d'achèvement,287000,,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI1702,,,61,12.5,,,,,,,,,1,,,,,,,,,,-61.358612,16.247515
2024-1179230,2024-07-04,000001,Vente,180000,,,GALBAS,B368,97180,97128,Sainte-Anne,971,,,97128000AS0426,,,,,,,,,,,,,0,,,,,T,terres,,,754,-61.393155,16.22267
2024-1179292,2024-06-17,000001,Vente,163980,69,,HAB VILLAS FFRENCH,A088,97180,97128,Sainte-Anne,971,,,97128000AI0459,,,,,,,,,,,,,0,1,Maison,58,3,S,sols,,,390,-61.36883,16.238522
2024-1179350,2024-07-22,000001,Vente,190000,13,F,HAB VILLAS FFRENCH,A088,97180,97128,Sainte-Anne,971,,,97128000AI0394,,,,,,,,,,,,,0,2,Appartement,25,2,S,sols,,,311,-61.368974,16.239872
2024-1179350,2024-07-22,000001,Vente,190000,13,F,HAB VILLAS FFRENCH,A088,97180,97128,Sainte-Anne,971,,,97128000AI0394,,,,,,,,,,,,,0,2,Appartement,80,4,S,sols,,,311,-61.368974,16.239872
2024-1179351,2024-07-09,000001,Vente en l'état futur d'achèvement,224000,,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI1702,,,37,,,,,,,,,,1,,,,,,,,,,-61.358612,16.247515
2024-1179351,2024-07-09,000001,Vente en l'état futur d'achèvement,224000,,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI1702,,,7,,,,,,,,,,1,,,,,,,,,,-61.358612,16.247515
2024-1179421,2024-07-08,000001,Vente,45734.7,,,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI3232,,,,,,,,,,,,,0,,,,,P,prés,,,3223,-61.357422,16.247193
2024-1179431,2024-07-08,000001,Vente,154000,,,CINQ ETANGS,B232,97180,97128,Sainte-Anne,971,,,97128000AC3758,,,,,,,,,,,,,0,,,,,T,terres,,,932,-61.359898,16.270988
2024-1179431,2024-07-08,000001,Vente,154000,,,CINQ ETANGS,B232,97180,97128,Sainte-Anne,971,,,97128000AC3760,,,,,,,,,,,,,0,,,,,T,terres,,,270,-61.36018,16.271074
2024-1179449,2024-07-25,000001,Vente,190233,1,A,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI2385,,,71,,72,,8,,,,,,3,3,Dépendance,,0,,,,,,-61.359366,16.245973
2024-1179449,2024-07-25,000001,Vente,190233,1,A,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI2385,,,71,,72,,8,,,,,,3,3,Dépendance,,0,,,,,,-61.359366,16.245973
2024-1179449,2024-07-25,000001,Vente,190233,1,A,GISSAC,B400,97180,97128,Sainte-Anne,971,,,97128000AI2385,,,71,,72,,8,,,,,,3,2,Appartement,75,3,,,,,,-61.359366,16.245973
2024-1179459,2024-07-09,000001,Vente,694930,1994,,LE HELLEUX,B440,97180,97128,Sainte-Anne,971,,,97128000AI3408,,,,,,,,,,,,,0,,,,,S,sols,,,849,-61.335261,16.242681
2024-1179479,2024-07-29,000001,Vente,170000,4,,BD HEGESIPE IBENE,0152,97180,97128,Sainte-Anne,971,,,97128000AP0480,,,4,,,,,,,,,,1,2,Appartement,87,3,,,,,,-61.38238,16.224177
2024-1179484,2024-07-31,000002,Vente,22867,,,DOUVILLE,B272,97180,97128,Sainte-Anne,971,,,97128000AE0888,,,,,,,,,,,,,0,,,,,T,terres,,,1040,-61.370431,16.25807
2024-1179487,2024-07-31,000001,Vente,22867.35,1681,F,BOIS SURGY,B136,97180,97128,Sainte-Anne,971,,,97128000AC1681,,,,,,,,,,,,,0,1,Maison,84,3,T,terres,,,1200,-61.347042,16.262259
2024-1179492,2024-07-19,000001,Vente,99000,,,DUPRE,B288,97180,97128,Sainte-Anne,971,,,97128000AM1577,,,,,,,,,,,,,0,,,,,T,terres,,,170,-61.390299,16.230007
2024-1179492,2024-07-19,000001,Vente,99000,,,DUPRE,B288,97180,97128,Sainte-Anne,971,,,97128000AM1588,,,,,,,,,,,,,0,,,,,T,terres,,,330,-61.390447,16.229878
