id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-1178034,2024-02-06,000001,Vente,130000,11,,LOT BIGLETTE A PLAISANCE,A101,97122,97103,Baie-Mahault,971,,,97103000BK0471,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,812,-61.612818,16.22838
2024-1178034,2024-02-06,000001,Vente,130000,11,,LOT BIGLETTE A PLAISANCE,A101,97122,97103,Baie-Mahault,971,,,97103000BK0471,,,,,,,,,,,,,0,1,Maison,87,4,S,sols,,,812,-61.612818,16.22838
2024-1178038,2024-02-08,000001,Vente,2134954.5,,,HOUELBOURG,B256,97122,97103,Baie-Mahault,971,,,97103000AN0672,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,4727,-61.574683,16.240212
2024-1178038,2024-02-08,000001,Vente,2134954.5,,,HOUELBOURG,B256,97122,97103,Baie-Mahault,971,,,97103000AN0673,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,4643,-61.575757,16.240495
2024-1178046,2024-02-02,000001,Vente,370000,7535,,CONVENANCE,B152,97122,97103,Baie-Mahault,971,,,97103000AV0120,,,,,,,,,,,,,0,3,Dépendance,,0,AB,terrains a bâtir,,,793,-61.600759,16.238759
2024-1178046,2024-02-02,000001,Vente,370000,7535,,CONVENANCE,B152,97122,97103,Baie-Mahault,971,,,97103000AV0120,,,,,,,,,,,,,0,1,Maison,104,4,AB,terrains a bâtir,,,793,-61.600759,16.238759
2024-1178047,2024-01-29,000001,Vente,340000,1052,,DUPUY,B176,97122,97103,Baie-Mahault,971,,,97103000BC0657,,,,,,,,,,,,,0,1,Maison,82,3,S,sols,,,388,-61.616756,16.255972
2024-1178047,2024-01-29,000001,Vente,340000,1052,,DUPUY,B176,97122,97103,Baie-Mahault,971,,,97103000BC0657,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,388,-61.616756,16.255972
2024-1178058,2024-02-19,000001,Vente,208775,7000,,HAB CAFE A BELCOURT,A056,97122,97103,Baie-Mahault,971,,,97103000AC0351,,,11,70.02,,,,,,,,,1,2,Appartement,66,3,,,,,,-61.594126,16.265119
2024-1178067,2024-02-05,000001,Vente,5236,5481,,TERRAIN CHALDER,B404,97122,97103,Baie-Mahault,971,,,97103000AE1373,,,,,,,,,,,,,0,1,Maison,49,4,S,sols,,,374,-61.585996,16.266004
2024-1178068,2024-02-07,000002,Vente,162000,,,DUMONTER,B168,97122,97103,Baie-Mahault,971,,,97103000BN0684,,,,,,,,,,,,,0,,,,,S,sols,,,2478,-61.638782,16.23401
2024-1178068,2024-02-07,000002,Vente,162000,,,DUMONTER,B168,97122,97103,Baie-Mahault,971,,,97103000BN1285,,,,,,,,,,,,,0,,,,,P,prés,,,700,-61.638456,16.233898
2024-1178068,2024-02-07,000002,Vente,162000,,,DUMONTER,B168,97122,97103,Baie-Mahault,971,,,97103000BN1287,,,,,,,,,,,,,0,,,,,P,prés,,,41,-61.638618,16.233867
2024-1178070,2024-02-05,000001,Vente,2111.66,,,PETIT CLAIRON,B352,97122,97103,Baie-Mahault,971,,,97103000AD0954,,,,,,,,,,,,,0,,,,,S,sols,,,119,-61.585851,16.265084
2024-1178070,2024-02-05,000001,Vente,2111.66,,,PETIT CLAIRON,B352,97122,97103,Baie-Mahault,971,,,97103000AD0978,,,,,,,,,,,,,0,,,,,S,sols,,,20,-61.585811,16.265097
2024-1178071,2024-01-22,000001,Vente,1714.01,5454,,TERRAIN CHALDER,B404,97122,97103,Baie-Mahault,971,,,97103000AE1417,,,,,,,,,,,,,0,1,Maison,68,4,,,,,,-61.584964,16.266215
2024-1178071,2024-01-22,000001,Vente,1714.01,5454,,TERRAIN CHALDER,B404,97122,97103,Baie-Mahault,971,,,97103000AE1417,,,,,,,,,,,,,0,1,Maison,36,2,,,,,,-61.584964,16.266215
2024-1178071,2024-01-22,000001,Vente,1714.01,5456,,RUE JEAN JAURES PROLONGEE,0434,97122,97103,Baie-Mahault,971,,,97103000AE1419,,,,,,,,,,,,,0,,,,,S,sols,,,15,-61.584941,16.266279
2024-1178073,2024-02-12,000001,Vente,345000,7818,,RES LES PALETUVIERS MOUDONG SU,A642,97122,97103,Baie-Mahault,971,,,97103000AT0414,,,4,,88,,89,,,,,,3,1,Maison,115,4,,,,,,-61.582175,16.236764
2024-1178073,2024-02-12,000001,Vente,345000,7818,,RES LES PALETUVIERS MOUDONG SU,A642,97122,97103,Baie-Mahault,971,,,97103000AT0414,,,4,,88,,89,,,,,,3,3,Dépendance,,0,,,,,,-61.582175,16.236764
2024-1178073,2024-02-12,000001,Vente,345000,7818,,RES LES PALETUVIERS MOUDONG SU,A642,97122,97103,Baie-Mahault,971,,,97103000AT0414,,,4,,88,,89,,,,,,3,3,Dépendance,,0,,,,,,-61.582175,16.236764
2024-1178075,2024-02-23,000001,Vente,300000,,,RES LES PALETUVIERS MOUDONG SU,A642,97122,97103,Baie-Mahault,971,,,97103000AT0414,,,164,,71,54,,,,,,,2,3,Dépendance,,0,,,,,,-61.582175,16.236764
2024-1178075,2024-02-23,000001,Vente,300000,,,RES LES PALETUVIERS MOUDONG SU,A642,97122,97103,Baie-Mahault,971,,,97103000AT0414,,,166,,72,,,,,,,,2,3,Dépendance,,0,,,,,,-61.582175,16.236764
2024-1178075,2024-02-23,000001,Vente,300000,,,RES LES PALETUVIERS MOUDONG SU,A642,97122,97103,Baie-Mahault,971,,,97103000AT0414,,,166,,72,,,,,,,,2,2,Appartement,40,2,,,,,,-61.582175,16.236764
2024-1178075,2024-02-23,000001,Vente,300000,,,RES LES PALETUVIERS MOUDONG SU,A642,97122,97103,Baie-Mahault,971,,,97103000AT0414,,,164,,71,54,,,,,,,2,2,Appartement,40,2,,,,,,-61.582175,16.236764
2024-1178100,2024-02-29,000001,Vente,13675,28,,LOT LONGVILLE A TRIONCELLE,A588,97122,97103,Baie-Mahault,971,,,97103000AD0472,,,,,,,,,,,,,0,1,Maison,69,3,S,sols,,,547,-61.585402,16.262889
2024-1178100,2024-02-29,000001,Vente,13675,28,,LOT LONGVILLE A TRIONCELLE,A588,97122,97103,Baie-Mahault,971,,,97103000AD0472,,,,,,,,,,,,,0,1,Maison,117,4,S,sols,,,547,-61.585402,16.262889
2024-1178103,2024-02-29,000001,Vente,7650,180,,LOT LONGVILLE A TRIONCELLE,A588,97122,97103,Baie-Mahault,971,,,97103000AD0794,,,,,,,,,,,,,0,2,Appartement,40,2,S,sols,,,306,-61.585468,16.260898
2024-1178103,2024-02-29,000001,Vente,7650,180,,LOT LONGVILLE A TRIONCELLE,A588,97122,97103,Baie-Mahault,971,,,97103000AD0794,,,,,,,,,,,,,0,2,Appartement,40,2,S,sols,,,306,-61.585468,16.260898
2024-1178108,2024-01-31,000001,Vente,155000,,,PLAISANCE,B360,97122,97103,Baie-Mahault,971,,,97103000BI0800,,,,,,,,,,,,,0,,,,,T,terres,,,504,-61.613225,16.232326
2024-1178108,2024-01-31,000001,Vente,155000,,,PLAISANCE,B360,97122,97103,Baie-Mahault,971,,,97103000BI0806,,,,,,,,,,,,,0,,,,,T,terres,,,407,-61.612942,16.232209
2024-1178108,2024-01-31,000001,Vente,155000,,,PLAISANCE,B360,97122,97103,Baie-Mahault,971,,,97103000BI0807,,,,,,,,,,,,,0,,,,,T,terres,,,1717,-61.613363,16.232757
2024-1178121,2024-02-20,000001,Vente,31500,8000,,LOT ECONOMIQUE DE BELCOURT,A577,97122,97103,Baie-Mahault,971,,,97103000AC0047,,,,,,,,,,,,,0,1,Maison,130,5,S,sols,,,211,-61.592973,16.264527
2024-1178134,2024-02-21,000001,Vente,450000,5016,,CALVAIRE,B119,97122,97103,Baie-Mahault,971,,,97103000BM0753,,,,,,,,,,,,,0,1,Maison,110,3,S,sols,,,1100,-61.623708,16.240875
2024-1178134,2024-02-21,000001,Vente,450000,5016,,CALVAIRE,B119,97122,97103,Baie-Mahault,971,,,97103000BM0753,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1100,-61.623708,16.240875
2024-1178138,2024-02-16,000001,Vente,138600,32,,RES LES JARDINS DE BEL AIR,A330,97122,97103,Baie-Mahault,971,,,97103000BC0726,,,,,,,,,,,,,0,1,Maison,68,3,T,terres,,,170,-61.619912,16.252615
2024-1178139,2024-02-15,000001,Vente,29000,18,,RES MAZOULOUTE A CALVAIRE,A513,97122,97103,Baie-Mahault,971,,,97103000BN0451,,,,,,,,,,,,,0,1,Maison,80,4,S,sols,,,506,-61.631685,16.236761
2024-1178146,2024-03-01,000001,Vente,85000,,,LE BOURG,B083,97122,97103,Baie-Mahault,971,,,97103000AE0537,,,,,,,,,,,,,0,,,,,S,sols,,,90,-61.587639,16.266378
2024-1178146,2024-03-01,000001,Vente,85000,,,LE BOURG,B083,97122,97103,Baie-Mahault,971,,,97103000AE0539,,,,,,,,,,,,,0,,,,,S,sols,,,285,-61.587505,16.266354
2024-1178164,2024-02-26,000002,Vente,102000,,,GOURDE LIANE,B248,97122,97103,Baie-Mahault,971,,,97103000AW0386,,,,,,,,,,,,,0,,,,,T,terres,,,804,-61.597768,16.248779
2024-1178176,2024-02-21,000001,Vente,55500,,,BEL AIR,B024,97122,97103,Baie-Mahault,971,,,97103000BD0690,,,,,,,,,,,,,0,,,,,P,prés,,,758,-61.620963,16.248807
2024-1178185,2024-01-31,000001,Vente,167345,,,PLAISANCE,B360,97122,97103,Baie-Mahault,971,,,97103000BI0801,,,,,,,,,,,,,0,,,,,T,terres,,,545,-61.613087,16.232238
2024-1178185,2024-01-31,000001,Vente,167345,,,PLAISANCE,B360,97122,97103,Baie-Mahault,971,,,97103000BI0806,,,,,,,,,,,,,0,,,,,T,terres,,,407,-61.612942,16.232209
2024-1178185,2024-01-31,000001,Vente,167345,,,PLAISANCE,B360,97122,97103,Baie-Mahault,971,,,97103000BI0807,,,,,,,,,,,,,0,,,,,T,terres,,,1717,-61.613363,16.232757
2024-1178213,2024-02-29,000001,Vente,180000,33,,RUE FERDINAND FOREST,0314,97122,97103,Baie-Mahault,971,,,97103000AN0102,,,6,44.37,,,,,,,,,1,4,Local industriel. commercial ou assimilé,44,0,,,,,,-61.567168,16.240072
2024-1178217,2024-03-08,000001,Vente,522500,8001,,IMMEUBLE SCI ARLOOK,C147,97122,97103,Baie-Mahault,971,,,97103000AO0134,,,33,180.9,,,,,,,,,1,4,Local industriel. commercial ou assimilé,200,0,,,,,,-61.568018,16.242568
2024-1178217,2024-03-08,000001,Vente,522500,7413,,RUE HENRI BECQUEREL-JARRY,0402,97122,97103,Baie-Mahault,971,,,97103000AO0134,,,26,93.72,,,,,,,,,1,4,Local industriel. commercial ou assimilé,103,0,,,,,,-61.568018,16.242568
2024-1178218,2024-03-08,000001,Vente,170000,7834,,RES LES PALETUVIERS MOUDONG SU,A642,97122,97103,Baie-Mahault,971,,,97103000AT0414,,,126,,33,,,,,,,,2,2,Appartement,40,2,,,,,,-61.582175,16.236764
2024-1178218,2024-03-08,000001,Vente,170000,7834,,RES LES PALETUVIERS MOUDONG SU,A642,97122,97103,Baie-Mahault,971,,,97103000AT0414,,,126,,33,,,,,,,,2,3,Dépendance,,0,,,,,,-61.582175,16.236764
2024-1178222,2024-03-06,000001,Vente,3000000,10,,RUE FRANCOIS FRESNEAU,0346,97122,97103,Baie-Mahault,971,,,97103000AL0077,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,200,0,S,sols,,,3129,-61.559252,16.2446
2024-1178222,2024-03-06,000001,Vente,3000000,10,,RUE FRANCOIS FRESNEAU,0346,97122,97103,Baie-Mahault,971,,,97103000AL0077,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,200,0,S,sols,,,3129,-61.559252,16.2446
2024-1178222,2024-03-06,000001,Vente,3000000,10,,RUE FRANCOIS FRESNEAU,0346,97122,97103,Baie-Mahault,971,,,97103000AL0077,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,200,0,S,sols,,,3129,-61.559252,16.2446
2024-1178222,2024-03-06,000001,Vente,3000000,10,,RUE FRANCOIS FRESNEAU,0346,97122,97103,Baie-Mahault,971,,,97103000AL0077,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,200,0,S,sols,,,3129,-61.559252,16.2446
2024-1178222,2024-03-06,000001,Vente,3000000,10,,RUE FRANCOIS FRESNEAU,0346,97122,97103,Baie-Mahault,971,,,97103000AL0077,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,200,0,S,sols,,,3129,-61.559252,16.2446
2024-1178231,2024-03-04,000001,Vente,193000,,,RES LES JARDINS DE TRIONCELLE,A068,97122,97103,Baie-Mahault,971,,,97103000AX1649,,,16,69.32,58,,,,,,,,2,2,Appartement,69,4,,,,,,-61.587937,16.257882
2024-1178231,2024-03-04,000001,Vente,193000,,,RES LES JARDINS DE TRIONCELLE,A068,97122,97103,Baie-Mahault,971,,,97103000AX1649,,,16,69.32,58,,,,,,,,2,3,Dépendance,,0,,,,,,-61.587937,16.257882
2024-1178262,2024-02-29,000001,Vente,162360,6,,RES LES JARDINS DE BEL AIR,A330,97122,97103,Baie-Mahault,971,,,97103000BC0773,,,,,,,,,,,,,0,1,Maison,82,4,T,terres,,,259,-61.619741,16.252205
2024-1178289,2024-03-21,000001,Vente,440000,7,,LOT TRIONCELLE,A849,97122,97103,Baie-Mahault,971,,,97103000AX1209,,,,,,,,,,,,,0,1,Maison,100,4,S,sols,,,1084,-61.58625,16.258009
2024-1178289,2024-03-21,000001,Vente,440000,7,,LOT TRIONCELLE,A849,97122,97103,Baie-Mahault,971,,,97103000AX1209,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1084,-61.58625,16.258009
2024-1178321,2024-03-11,000002,Vente,100000,,,BERGNOLLE,B040,97122,97103,Baie-Mahault,971,,,97103000BP1114,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,886,-61.624319,16.225936
2024-1178339,2024-03-19,000001,Vente,100000,,,FOND BOISNEUF,B208,97122,97103,Baie-Mahault,971,,,97103000AS0429,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1000,-61.579074,16.246377
2024-1178359,2024-03-19,000001,Vente,500000,,,BELLECOUR,B032,97122,97103,Baie-Mahault,971,,,97103000AX1236,,,,,,,,,,,,,0,,,,,S,sols,,,1567,-61.592518,16.255644
2024-1178359,2024-03-19,000001,Vente,500000,7961,,RES MEROZIER NARBAL A BELCOURT,A517,97122,97103,Baie-Mahault,971,,,97103000AX1241,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,954,0,S,sols,,,1002,-61.592366,16.255568
2024-1178363,2024-03-05,000001,Vente,1,1370,,RUE DE L INDUSTRIE A JARRY,0410,97122,97103,Baie-Mahault,971,,,97103000AM0095,,,3,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,800,0,,,,,,-61.55994,16.236821
2024-1178390,2024-04-12,000002,Vente,900000,4,,IMP GUSTAVE EIFFEL,0386,97122,97103,Baie-Mahault,971,,,97103000AL0387,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,497,0,S,sols,,,2681,-61.558639,16.244333
2024-1178390,2024-04-12,000002,Vente,900000,4,,IMP GUSTAVE EIFFEL,0386,97122,97103,Baie-Mahault,971,,,97103000AL0387,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,134,0,S,sols,,,2681,-61.558639,16.244333
2024-1178406,2024-04-11,000001,Vente,8200,7000,,TRIONCELLE,B408,97122,97103,Baie-Mahault,971,,,97103000AD0465,,,,,,,,,,,,,0,1,Maison,130,6,S,sols,,,328,-61.585181,16.263631
2024-1178440,2024-03-22,000001,Vente,94392,96,,RES LES MUSCADES A BELCOURT,A636,97122,97103,Baie-Mahault,971,,,97103000AX2005,,,,,,,,,,,,,0,1,Maison,85,4,S,sols,,,171,-61.590753,16.259402
2024-1178445,2024-02-23,000001,Vente,210000,8001,,DORVILLE,B160,97122,97103,Baie-Mahault,971,,,97103000BC0593,,,,,,,,,,,,,0,1,Maison,77,3,S,sols,,,713,-61.628892,16.26016
2024-1178458,2024-04-16,000001,Vente,415000,7828,,PLAISANCE,B360,97122,97103,Baie-Mahault,971,,,97103000BK0494,,,,,,,,,,,,,0,1,Maison,91,4,S,sols,,,812,-61.611106,16.227008
2024-1178460,2024-03-21,000001,Vente,5964,,,BON GOUT,B072,97122,97103,Baie-Mahault,971,,,97103000AH0249,,,,,,,,,,,,,0,,,,,J,jardins,,,1473,-61.563209,16.2683
2024-1178460,2024-03-21,000001,Vente,5964,,,BON GOUT,B072,97122,97103,Baie-Mahault,971,,,97103000AH0250,,,,,,,,,,,,,0,,,,,J,jardins,,,1509,-61.562985,16.268231
2024-1178502,2024-04-16,000001,Vente,160000,,,RES LE CLOS D ANTHURIUM,A491,97122,97103,Baie-Mahault,971,,,97103000AT0205,,,50,,,,,,,,,,1,3,Dépendance,,0,,,,,,-61.581303,16.243971
2024-1178502,2024-04-16,000001,Vente,160000,19,,RES LE CLOS D ANTHURIUM,A491,97122,97103,Baie-Mahault,971,,,97103000AT0205,,,19,40.52,,,,,,,,,1,2,Appartement,40,2,,,,,,-61.581303,16.243971
2024-1178517,2024-04-11,000002,Vente,90000,,,SAINT ALBAN,B384,97122,97103,Baie-Mahault,971,,,97103000BP0373,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,601,-61.621259,16.228741
2024-1178517,2024-04-11,000002,Vente,90000,7184,,SAINT ALBAN,B384,97122,97103,Baie-Mahault,971,,,97103000BP1158,,,,,,,,,,,,,0,1,Maison,73,5,S,sols,,,448,-61.621472,16.229087
2024-1178543,2024-04-03,000001,Vente,355000,25,,LOT TI SAVAN A BEAUSOLEIL,A584,97122,97103,Baie-Mahault,971,,,97103000AX1514,,,,,,,,,,,,,0,1,Maison,73,3,S,sols,,,403,-61.597124,16.258876
2024-1178564,2024-04-15,000001,Vente,3619.98,6240,,TERRAIN CHALDER,B404,97122,97103,Baie-Mahault,971,,,97103000AE1407,,,,,,,,,,,,,0,1,Maison,97,3,,,,,,-61.585246,16.266282
2024-1178564,2024-04-15,000001,Vente,3619.98,,,LE BOURG,B083,97122,97103,Baie-Mahault,971,,,97103000AE1408,,,,,,,,,,,,,0,,,,,L,landes,,,61,-61.585239,16.266356
2024-1178565,2024-04-10,000002,Vente,26400,,,FOND BUDAN,B224,97122,97103,Baie-Mahault,971,,,97103000AY0889,,,,,,,,,,,,,0,,,,,S,sols,,,1200,-61.606912,16.249939
2024-1178572,2024-04-22,000001,Vente,155000,,,IMM SUD JARRY HOUELBOURG,A702,97122,97103,Baie-Mahault,971,,,97103000AN0467,,,2,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,64,0,,,,,,-61.570685,16.237161
2024-1178576,2024-03-26,000001,Vente,286000,6310,,LOT SODEG BELCOURT,A820,97122,97103,Baie-Mahault,971,,,97103000AX0183,,,,,,,,,,,,,0,1,Maison,107,5,S,sols,,,854,-61.594668,16.25462
2024-1178582,2024-03-15,000001,Vente,138510,,,CASTERA,B136,97122,97103,Baie-Mahault,971,,,97103000BL1107,,,,,,,,,,,,,0,,,,,T,terres,,,431,-61.621325,16.236508
2024-1178582,2024-03-15,000001,Vente,138510,,,CASTERA,B136,97122,97103,Baie-Mahault,971,,,97103000BL1108,,,,,,,,,,,,,0,,,,,T,terres,,,464,-61.621425,16.236517
2024-1178582,2024-03-15,000001,Vente,138510,,,CASTERA,B136,97122,97103,Baie-Mahault,971,,,97103000BL1112,,,,,,,,,,,,,0,,,,,T,terres,,,513,-61.621872,16.235942
2024-1178582,2024-03-15,000001,Vente,138510,,,CASTERA,B136,97122,97103,Baie-Mahault,971,,,97103000BL1115,,,,,,,,,,,,,0,,,,,T,terres,,,285,-61.621819,16.2363
2024-1178589,2024-04-23,000001,Vente,109000,,,BRAGELOGNE,B088,97122,97103,Baie-Mahault,971,,,97103000BP1162,,,,,,,,,,,,,0,,,,,S,sols,,,435,-61.622912,16.222508
2024-1178601,2024-04-18,000001,Vente,92515.7,,,LA JAILLE,B272,97122,97103,Baie-Mahault,971,,,97103000AR0901,,,,,,,,,,,,,0,,,,,S,sols,,,198,-61.578921,16.254561
2024-1178601,2024-04-18,000001,Vente,92515.7,,,LA JAILLE,B272,97122,97103,Baie-Mahault,971,,,97103000AR1078,,,,,,,,,,,,,0,,,,,L,landes,,,115,-61.578943,16.254455
